superkingdom	phylum	class	order	sample1	sample2	sample3	sample4	sample5
Eukaryota	NA	Halymeniales	Florideophyceae	0	4.0	2.0	0	0
Eukaryota	NA	NA	Compsopogonophyceae	0	4.0	0	0	0
Eukaryota	NA	NA	Cryptophyta	0	6.0	7.0	1.0	3.0
Eukaryota	NA	NA	Oligohymenophorea	0	6.0	241.0	34.0	12.0
Eukaryota	NA	NA	Spirotrichea	0	24.0	8.0	10.0	20.0
Eukaryota	NA	Nemastomatales	Florideophyceae	0	1.0	0	0	0
Eukaryota	NA	Plocamiales	Florideophyceae	0	1.0	0	0	0
Eukaryota	NA	Porphyridiales	Bangiophyceae	0	1.0	0	0	0
Eukaryota	NA	Sessilida	Oligohymenophorea	0	6.0	5.0	0	2.0
Eukaryota	NA	Stemonitida	NA	0	2.0	9.0	3.0	0
Eukaryota	NA	Stichotrichida	Spirotrichea	0	1.0	0	0	0
Eukaryota	NA	Thoreales	Florideophyceae	0	1.0	0	0	0
Eukaryota	NA	Urostylida	Spirotrichea	0	18.0	16.0	8.0	0
Eukaryota	Phaeophyceae	Fucales	NA	0	1.0	8.0	1.0	0
Eukaryota	Phaeophyceae	NA	NA	0	2.0	14.0	0	0
Eukaryota	Xanthophyceae	Mischococcales	NA	0	2.0	0	0	0
Eukaryota	Xanthophyceae	Tribonematales	NA	0	1.0	0	0	0
Viruses	NA	Picornavirales	NA	0	3.0	0	0	0
Viruses	NA	Tymovirales	NA	0	1.0	0	0	0
Archaea	Candidatus Korarchaeota	NA	NA	0	0	7.0	2.0	9.0
Archaea	Crenarchaeota	Fervidicoccales	Thermoprotei	0	0	1.0	0	0
Bacteria	Candidatus Jacksonbacteria	NA	NA	0	0	4.0	0	3.0
Eukaryota	Apicomplexa	NA	NA	0	0	13.0	3.0	0
Eukaryota	Ascomycota	Peltigerales	Lecanoromycetes	0	0	1.0	0	0
Eukaryota	Ascomycota	Pertusariales	Lecanoromycetes	0	0	1.0	0	0
Eukaryota	Bacillariophyta	Cymbellales	Bacillariophyceae	0	0	2.0	0	0
Eukaryota	Basidiomycota	Agaricostilbales	Agaricostilbomycetes	0	0	1.0	0	0
Eukaryota	Basidiomycota	Exobasidiales	Exobasidiomycetes	0	0	3.0	0	0
Eukaryota	Basidiomycota	Kriegeriales	Microbotryomycetes	0	0	1.0	0	3.0
Eukaryota	Chlorophyta	Chlorosarcinales	Chlorophyceae	0	0	6.0	0	0
Eukaryota	Chlorophyta	Ignatiales	Ulvophyceae	0	0	1.0	0	0
Eukaryota	Chlorophyta	NA	Ulvophyceae	0	0	16.0	0	0
Eukaryota	Chlorophyta	Palmophyllales	NA	0	0	1.0	1.0	0
Eukaryota	Chlorophyta	Pedinomonadales	Pedinophyceae	0	0	1.0	1.0	0
Eukaryota	Chlorophyta	Prasiolales	Trebouxiophyceae	0	0	1.0	0	0
Eukaryota	Chlorophyta	Scotinosphaerales	Ulvophyceae	0	0	1.0	0	0
Eukaryota	Chytridiomycota	NA	NA	0	0	13.0	0	0
Eukaryota	Euglenida	Eutreptiales	NA	0	0	1.0	0	1.0
Eukaryota	Euglenida	Sphenomonadales	NA	0	0	4.0	0	0
Eukaryota	Eustigmatophyceae	Goniochloridales	NA	0	0	3.0	0	0
Eukaryota	Mucoromycota	NA	NA	0	0	6.0	2.0	0
Eukaryota	NA	Batrachospermales	Florideophyceae	0	0	6.0	1.0	0
Eukaryota	NA	Bonnemaisoniales	Florideophyceae	0	0	1.0	2.0	0
Eukaryota	NA	Bursariomorphida	Colpodea	0	0	4.0	2.0	0
Eukaryota	NA	Coccolithales	NA	0	0	1.0	0	0
Eukaryota	NA	Collodaria	Polycystinea	0	0	1.0	0	0
Eukaryota	NA	Colpodida	Colpodea	0	0	359.0	11.0	0
Eukaryota	NA	Cryomonadida	NA	0	0	1.0	0	0
Eukaryota	NA	Cyrtolophosidida	Colpodea	0	0	8.0	0	0
Eukaryota	NA	Cyrtophorida	Phyllopharyngea	0	0	13.0	2.0	0
Eukaryota	NA	Diplonemida	NA	0	0	5.0	5.0	0
Eukaryota	NA	Glaucosphaerales	Rhodellophyceae	0	0	1.0	0	0
Eukaryota	NA	Lagenidiales	Oomycetes	0	0	1.0	0	0
Eukaryota	NA	Leptomitales	Oomycetes	0	0	1.0	0	0
Eukaryota	NA	Leptomyxida	NA	0	0	4.0	0	0
Eukaryota	NA	Loxodida	Karyorelictea	0	0	3.0	2.0	0
Eukaryota	NA	Microthoracida	Nassophorea	0	0	1.0	0	0
Eukaryota	NA	Miliolida	NA	0	0	3.0	0	0
Eukaryota	NA	NA	Chrysophyceae	0	0	1.0	0	0
Eukaryota	NA	NA	Litostomatea	0	0	8.0	25.0	0
Eukaryota	NA	NA	Raphidophyceae	0	0	1.0	0	0
Eukaryota	NA	Nassellaria	Polycystinea	0	0	3.0	0	0
Eukaryota	NA	Nassulida	Nassophorea	0	0	69.0	0	0
Eukaryota	NA	Ochromonadales	Synurophyceae	0	0	1.0	0	0
Eukaryota	NA	Olpidiopsidales	Oomycetes	0	0	7.0	0	0
Eukaryota	NA	Plagiopylida	Plagiopylea	0	0	4.0	7.0	0
Eukaryota	NA	Pleuronematida	Oligohymenophorea	0	0	9.0	6.0	0
Eukaryota	NA	Prorodontida	Prostomatea	0	0	40.0	0	4.0
Eukaryota	NA	Protostomatida	Karyorelictea	0	0	6.0	3.0	0
Eukaryota	NA	Pseudoamphisiellida	Spirotrichea	0	0	1.0	0	6.0
Eukaryota	NA	Pyrocystales	Dinophyceae	0	0	5.0	0	0
Eukaryota	NA	Rhodymeniales	Florideophyceae	0	0	12.0	0	2.0
Eukaryota	NA	Rigifilida	NA	0	0	2.0	0	0
Eukaryota	NA	Rotaliida	NA	0	0	6.0	1.0	5.0
Eukaryota	NA	Sebdeniales	Florideophyceae	0	0	1.0	0	0
Eukaryota	NA	Sorogenida	Colpodea	0	0	22.0	1.0	0
Eukaryota	NA	Spirotrichonymphida	NA	0	0	3.0	1.0	0
Eukaryota	NA	Spumellaria	Polycystinea	0	0	5.0	0	0
Eukaryota	NA	Syracosphaerales	NA	0	0	2.0	0	0
Eukaryota	NA	Tintinnida	Spirotrichea	0	0	1.0	0	3.0
Eukaryota	NA	Vestibuliferida	Litostomatea	0	0	1.0	0	0
Eukaryota	Phaeophyceae	Sphacelariales	NA	0	0	1.0	0	0
Eukaryota	Xanthophyceae	Botrydiales	NA	0	0	1.0	0	0
Eukaryota	Chlorophyta	NA	Pedinophyceae	0	0	0	1.0	0
Eukaryota	Euglenida	NA	NA	0	0	0	2.0	0
Eukaryota	Eustigmatophyceae	NA	NA	0	0	0	1.0	0
Eukaryota	NA	Chlamydodontida	Phyllopharyngea	0	0	0	2.0	0
Eukaryota	NA	Cristamonadida	NA	0	0	0	3.0	0
Eukaryota	NA	Entodiniomorphida	Litostomatea	0	0	0	4.0	3.0
Eukaryota	NA	Hildenbrandiales	Florideophyceae	0	0	0	2.0	1.0
Eukaryota	NA	NA	Actinophryidae	0	0	0	1.0	0
Eukaryota	NA	Phaeocystales	NA	0	0	0	2.0	1.0
Eukaryota	NA	Synhymeniida	Nassophorea	0	0	0	2.0	0
Eukaryota	Pinguiophyceae	Pinguiochrysidales	NA	0	0	0	2.0	0
Eukaryota	Chlorophyta	Chaetophorales	Chlorophyceae	0	0	0	0	1.0
Eukaryota	NA	Noctilucales	Dinophyceae	0	0	0	0	9.0
Eukaryota	NA	Trichonymphida	NA	0	0	0	0	14.0
